"game"|"show"|"date"|"comments"|"first"|"last"|"occupation"|"from"|"final"|"coryat"|"right"|"wrong"|"round1"|"round2"|"round3"
1105|3324|1999-02-04|""|"Nathan"|"Childs"|"Reporter"|"Washington, D.C."|6800|3500|13|7|400|3700|6800
1105|3324|1999-02-04|""|"Josh"|"Flosi"|"Teacher"|"Danville, California"|800|4300|16|3|3100|2300|800
1106|5037|2006-07-04|""|"A.K."|"Subramanian"|"High School History Teacher"|"Villa Park, California"|0|5000|11|2|2600|5000|0
1106|5037|2006-07-04|""|"Michelle"|"Bondurant"|"Medical Coordinator Originally"|"Greensboro, North Carolina"|6500|11200|13|3|2000|9400|6500
1106|5037|2006-07-04|""|"Susannah"|"Jacobson"|"Communications Assistant"|"Madison, Wisconsin"|6399|14600|21|3|3800|12600|6399
1107|5038|2006-07-05|""|"Vanessa"|"Meikle"|"Grad Student Originally"|"Austin, Texas"|4200|10200|12|2|2600|10200|4200
1107|5038|2006-07-05|""|"Seth"|"Supcoff"|"Hotel Manager"|"Santa Fe, New Mexico"|20500|12200|17|4|4800|11000|20500
1107|5038|2006-07-05|""|"Michelle"|"Bondurant"|"Medical Coordinator Originally"|"Greensboro, North Carolina"|15998|8000|16|4|1600|8000|15998
1108|3325|1999-02-05|"1999 Celebrity Jeopardy! Leading Men Night."|"David"|"James Elliott"|"From Jag"|NA|8800|5400|15|4|1200|4400|8800
1108|3325|1999-02-05|"1999 Celebrity Jeopardy! Leading Men Night."|"Stephen"|"Collins"|"From 7th Heaven"|NA|11800|5900|20|4|1300|5900|11800
1108|3325|1999-02-05|"1999 Celebrity Jeopardy! Leading Men Night."|"Thomas"|"Gibson"|"From Dharma & Greg"|NA|19400|8200|16|1|2500|9700|19400
1109|3326|1999-02-08|"1999 Tournament of Champions quarterfinal game 1."|"Melizza"|"Zygmunt"|"Stay-At-Home Mom"|"Valparaiso, Indiana"|0|4300|10|3|900|2300|0
1109|3326|1999-02-08|"1999 Tournament of Champions quarterfinal game 1."|"Dan"|"Girard"|"An Artist"|"Altadena, California"|15000|12300|31|1|5800|12800|15000
1109|3326|1999-02-08|"1999 Tournament of Champions quarterfinal game 1."|"James"|"Arey"|"Hotel Concierge"|"New Orleans, Louisiana"|0|3400|14|5|200|3400|0
1110|5040|2006-07-07|""|"Erin"|"Weiss"|"An Art Dealer"|"Los Angeles, California"|8200|12600|18|4|600|12600|8200
1110|5040|2006-07-07|""|"Brett"|"Mcglasson"|"Systems Analyst"|"Henderson, Nevada"|8300|16400|25|4|5200|16800|8300
1110|5040|2006-07-07|""|"Rich"|"Small"|"An It Programmer"|"Kent, Washington"|8500|6000|8|0|4000|6000|8500
1111|5039|2006-07-06|""|"Jo"|"Davidson"|"Receptionist"|"Phoenix, Arizona"|9000|7800|13|3|200|7800|9000
1111|5039|2006-07-06|""|"Rich"|"Small"|"An It Programmer"|"Kent, Washington"|9600|9600|15|6|1000|7600|9600
1111|5039|2006-07-06|""|"Seth"|"Supcoff"|"Hotel Manager"|"Santa Fe, New Mexico"|2000|8600|10|2|4200|8600|2000
1112|3327|1999-02-09|"1999 Tournament of Champions quarterfinal game 2."|"Andrew"|"Hutchings"|"College Champion"|"Tucson, Arizona"|0|5700|11|1|1900|5700|0
1112|3327|1999-02-09|"1999 Tournament of Champions quarterfinal game 2."|"Lara"|"Robillard"|"Health Policy Director"|"Arlington, Virginia"|1600|3700|18|3|2300|3700|1600
1112|3327|1999-02-09|"1999 Tournament of Champions quarterfinal game 2."|"Dave"|"Abbott"|"Musician And Contract Manager"|"Cincinnati, Ohio"|10200|9800|23|4|1800|9200|10200
1113|3328|1999-02-10|"1999 Tournament of Champions quarterfinal game 3."|"Juliet"|"Wiley"|"Stay-At-Home Mom"|"Plano, Texas"|6000|4000|16|2|2400|3000|6000
1113|3328|1999-02-10|"1999 Tournament of Champions quarterfinal game 3."|"David"|"Bagley"|"An Attorney"|"San Diego, California"|12400|7900|20|2|4100|7900|12400
1113|3328|1999-02-10|"1999 Tournament of Champions quarterfinal game 3."|"Pat"|"Healy"|"An Index Editor"|"Vallejo, California"|15801|7400|17|1|1000|9800|15801
1114|5041|2006-07-10|""|"David"|"Nikithser"|"Project Manager"|"Hightstown, New Jersey"|18799|20400|26|5|4000|19000|18799
1114|5041|2006-07-10|""|"Hanna"|"Miller"|"Fitness Trainer And Culinary Historian"|"Asheville, North Carolina"|1|9600|16|3|3200|9600|1
1114|5041|2006-07-10|""|"Rich"|"Small"|"An It Programmer"|"Kent, Washington"|6800|7800|10|2|1800|7800|6800
1115|3329|1999-02-11|"1999 Tournament of Champions quarterfinal game 4."|"J.J."|"Todor"|"An Attorney"|"Pataskala, Ohio"|5599|6600|19|4|3800|8200|5599
1115|3329|1999-02-11|"1999 Tournament of Champions quarterfinal game 4."|"Carolyn"|"White"|"Retired Management Consultant"|"Tucson, Arizona"|5400|2700|22|6|4100|2700|5400
1115|3329|1999-02-11|"1999 Tournament of Champions quarterfinal game 4."|"Andrew"|"Maly"|"An Environmental Engineer"|"Bel Air, Maryland"|10800|4800|11|0|800|5400|10800
1116|5042|2006-07-11|""|"Louis"|"Rice"|"University Fundraiser"|"Decatur, Georgia"|19500|15000|18|2|1800|19000|19500
1116|5042|2006-07-11|""|"Dena"|"Martin"|"An Underwriter"|"Pasadena, California"|5900|4200|6|2|200|3200|5900
1116|5042|2006-07-11|""|"David"|"Nikithser"|"Project Manager"|"Hightstown, New Jersey"|26000|19000|26|2|9400|19400|26000
1117|3330|1999-02-12|"1999 Tournament of Champions quarterfinal game 5."|"Lance"|"Johnson"|"Warehouse Associate"|"Champaign, Illinois"|7601|7700|19|3|2900|7400|7601
1117|3330|1999-02-12|"1999 Tournament of Champions quarterfinal game 5."|"John"|"Skelton"|"An Attorney And Real Estate Appraiser"|"Seattle, Washington"|7499|5500|18|2|1500|3800|7499
1117|3330|1999-02-12|"1999 Tournament of Champions quarterfinal game 5."|"Chris"|"Ward"|"Foreign Service Officer"|"Lima, Peru"|3400|1700|14|3|3300|1700|3400
1118|5043|2006-07-12|""|"Tom"|"Waskom"|"Lawyer"|"Richmond, Virginia"|100|6800|13|3|3200|4800|100
1118|5043|2006-07-12|""|"Susan"|"Matejko"|"Legal Secretary"|"Kailua, Hawaii"|8000|10800|13|4|1200|10000|8000
1118|5043|2006-07-12|""|"David"|"Nikithser"|"Project Manager"|"Hightstown, New Jersey"|5599|10400|20|6|7600|7600|5599
1119|3331|1999-02-15|"1999 Tournament of Champions semifinal game 1."|"Juliet"|"Wiley"|"Stay-At-Home Mom"|"Plano, Texas"|13950|6400|17|1|2200|7000|13950
1119|3331|1999-02-15|"1999 Tournament of Champions semifinal game 1."|"Lance"|"Johnson"|"Warehouse Associate"|"Champaign, Illinois"|0|6900|18|3|2300|6900|0
1119|3331|1999-02-15|"1999 Tournament of Champions semifinal game 1."|"Andrew"|"Maly"|"An Environmental Engineer"|"Bel Air, Maryland"|0|5500|16|1|3400|5800|0
1120|3986|2001-12-24|"2001 Holiday Kids Week game 1."|"Allyson"|"Lieberman"|"12-Year-Old"|"Whitmore Lake, Michigan"|26200|12000|24|6|7200|19200|26200
1120|3986|2001-12-24|"2001 Holiday Kids Week game 1."|"Lauren"|"Kutner"|"An 11-Year-Old"|"Newtown, Pennsylvania"|10400|4200|14|4|5200|5200|10400
1120|3986|2001-12-24|"2001 Holiday Kids Week game 1."|"Nick"|"Dnistrian"|"An 11-Year-Old"|"Webster, New York"|6400|3400|10|2|2200|3400|6400
1121|3987|2001-12-25|"2001 Holiday Kids Week game 2."|"Jared"|"Rothenberg"|"An 11-Year-Old"|"Houston, Texas"|2|9000|11|1|2600|7000|2
1121|3987|2001-12-25|"2001 Holiday Kids Week game 2."|"Suzie"|"Lisky"|"12-Year-Old"|"Mendham, New Jersey"|18100|19000|21|1|7000|17400|18100
1121|3987|2001-12-25|"2001 Holiday Kids Week game 2."|"Josh"|"Lacey"|"10-Year-Old"|"Ellicott City, Maryland"|21100|16000|22|3|6200|16600|21100
1122|3988|2001-12-26|"2001 Holiday Kids Week game 3. (Sarah: This is Sarah of the Clue Crew. Take a free trip to Sea World with us on Jeopardy!)"|"Tiffany"|"Wen"|"12-Year-Old"|"Exton, Pennsylvania"|17900|15400|20|1|6200|15400|17900
1122|3988|2001-12-26|"2001 Holiday Kids Week game 3. (Sarah: This is Sarah of the Clue Crew. Take a free trip to Sea World with us on Jeopardy!)"|"Michael"|"Schulson"|"12-Year-Old"|"Chattanooga, Tennessee"|32800|17800|24|2|7000|17400|32800
1122|3988|2001-12-26|"2001 Holiday Kids Week game 3. (Sarah: This is Sarah of the Clue Crew. Take a free trip to Sea World with us on Jeopardy!)"|"Andrew"|"Goldfein"|"12-Year-Old"|"Lincolnwood, Illinois"|15199|7400|11|4|2200|7600|15199
1123|3989|2001-12-27|"2001 Holiday Kids Week game 4. (Cheryl: I'm Cheryl of the Clue Crew at the Natural History Museum of Los Angeles County. Shhh! Jeopardy!'s been bugged--next.)"|"Emily"|"Kamm"|"12-Year-Old"|"Arlington, Virginia"|35200|25000|26|0|6600|25200|35200
1123|3989|2001-12-27|"2001 Holiday Kids Week game 4. (Cheryl: I'm Cheryl of the Clue Crew at the Natural History Museum of Los Angeles County. Shhh! Jeopardy!'s been bugged--next.)"|"Michael"|"Glick"|"12-Year-Old"|"Smithtown, New York"|4400|7200|11|0|4400|7200|4400
1123|3989|2001-12-27|"2001 Holiday Kids Week game 4. (Cheryl: I'm Cheryl of the Clue Crew at the Natural History Museum of Los Angeles County. Shhh! Jeopardy!'s been bugged--next.)"|"Meredith"|"Dedopoulos"|"12-Year-Old"|"Durham, New Hampshire"|11300|10800|15|2|5000|9300|11300
1124|3990|2001-12-28|"2001 Holiday Kids Week game 5. (Cheryl: Hi, I'm Cheryl of the Clue Crew. You must at least be this tall to play on Jeopardy! today. Stay tuned.)"|"Thomas"|"Mcintyre"|"12-Year-Old"|"Marino Valley, California"|25000|14800|22|2|10600|15000|25000
1124|3990|2001-12-28|"2001 Holiday Kids Week game 5. (Cheryl: Hi, I'm Cheryl of the Clue Crew. You must at least be this tall to play on Jeopardy! today. Stay tuned.)"|"Bobby"|"Bretz"|"An 11-Year-Old"|"Bristol, Rhode Island"|2|8000|10|1|3600|7800|2
1124|3990|2001-12-28|"2001 Holiday Kids Week game 5. (Cheryl: Hi, I'm Cheryl of the Clue Crew. You must at least be this tall to play on Jeopardy! today. Stay tuned.)"|"Rachel"|"Beckman"|"An 11-Year-Old"|"Danville, Kentucky"|30001|23400|25|0|2600|23600|30001
1125|5044|2006-07-13|""|"Rebecca"|"Pinchoff"|"Pediatrician"|"Forest Hills, New York"|2600|9600|15|4|1600|7600|2600
1125|5044|2006-07-13|""|"Eric"|"Allen"|"Video Game Merchandiser"|"Birmingham, Alabama"|15201|10800|23|9|4000|12000|15201
1125|5044|2006-07-13|""|"Susan"|"Matejko"|"Legal Secretary"|"Kailua, Hawaii"|1|4200|8|1|1000|3600|1
1126|3332|1999-02-16|"1999 Tournament of Champions semifinal game 2."|"Dave"|"Abbott"|"Musician And Contract Manager"|"Cincinnati, Ohio"|12800|5700|19|4|1900|6400|12800
1126|3332|1999-02-16|"1999 Tournament of Champions semifinal game 2."|"Dan"|"Girard"|"An Artist"|"Altadena, California"|3900|3600|17|2|3300|3900|3900
1126|3332|1999-02-16|"1999 Tournament of Champions semifinal game 2."|"Pat"|"Healy"|"An Index Editor"|"Vallejo, California"|999|6500|15|2|900|6900|999
1127|3333|1999-02-17|"1999 Tournament of Champions semifinal game 3."|"J.J."|"Todor"|"An Attorney"|"Pataskala, Ohio"|13911|7000|18|2|1200|7000|13911
1127|3333|1999-02-17|"1999 Tournament of Champions semifinal game 3."|"John"|"Skelton"|"An Attorney And Real Estate Appraiser"|"Seattle, Washington"|7599|6100|20|3|4200|6900|7599
1127|3333|1999-02-17|"1999 Tournament of Champions semifinal game 3."|"David"|"Bagley"|"An Attorney"|"San Diego, California"|4900|4500|14|3|2300|3100|4900
1128|3334|1999-02-18|"1999 Tournament of Champions final game 1."|"Dave"|"Abbott"|"Musician And Contract Manager"|"Cincinnati, Ohio"|7100|6600|21|3|2600|5600|7100
1128|3334|1999-02-18|"1999 Tournament of Champions final game 1."|"J.J."|"Todor"|"An Attorney"|"Pataskala, Ohio"|9000|7400|20|2|3100|6000|9000
1128|3334|1999-02-18|"1999 Tournament of Champions final game 1."|"Juliet"|"Wiley"|"Stay-At-Home Mom"|"Plano, Texas"|7400|4400|11|2|1400|4400|7400
1130|5045|2006-07-14|""|"Bruce"|"Lin"|"Research Scientist Originally"|"Mississauga, Ontario, Canada"|9599|11800|19|4|5400|11800|9599
1130|5045|2006-07-14|""|"Lisa"|"Llanes-Simpson"|"Social Worker And Notary Public"|"Poughkeepsie, New York"|100|5800|15|6|5800|7000|100
1130|5045|2006-07-14|""|"Eric"|"Allen"|"Video Game Merchandiser"|"Birmingham, Alabama"|-2800|-800|11|10|3200|2800|2800
1131|2066|1993-09-06|"First game of Season 10."|"Karen"|"L. Jones"|"Freelance Puzzle Editor"|"New Rochelle, New York"|10799|5400|17|0|2600|5400|10799
1131|2066|1993-09-06|"First game of Season 10."|"Dan"|"Cordas"|"Medical Student"|"Long Beach, California"|1099|4100|17|8|1100|600|1099
1131|2066|1993-09-06|"First game of Season 10."|"Robert"|"Pantel"|"Civil Engineer"|"Lyme, New Hampshire"|10900|7000|20|2|4700|7500|10900
1136|3991|2001-12-31|"(Jimmy: Hi, I'm Jimmy of the Clue Crew. Today our contestants win gold--gold, I tell you! Stay tuned.)"|"Marcy"|"Rosewall"|"Secretary And Student"|"Honolulu, Hawaii"|5400|8400|16|3|6000|2700|5400
1136|3991|2001-12-31|"(Jimmy: Hi, I'm Jimmy of the Clue Crew. Today our contestants win gold--gold, I tell you! Stay tuned.)"|"Tom"|"Unsworth"|"Human Resources Director"|"Boston, Massachusetts"|10000|11000|14|2|2600|11000|10000
1136|3991|2001-12-31|"(Jimmy: Hi, I'm Jimmy of the Clue Crew. Today our contestants win gold--gold, I tell you! Stay tuned.)"|"Robert"|"Heiler"|"Director Of A Public Policy Think Tank"|"Alexandria, Virginia"|0|4800|12|3|2800|4800|0
1137|3992|2002-01-01|"Mark Lee game 1. (Sarah: I'm Sarah of the Clue Crew. Today, clues from the city of red beans and Anne Rice--New Orleans.)"|"Mark"|"Lee"|"Sales Manager Originally"|"Peoria, Illinois"|21601|10800|14|1|2800|11200|21601
1137|3992|2002-01-01|"Mark Lee game 1. (Sarah: I'm Sarah of the Clue Crew. Today, clues from the city of red beans and Anne Rice--New Orleans.)"|"Amanda"|"Brown"|"College Student"|"Sherman, Texas"|12600|9600|16|2|4800|9600|12600
1137|3992|2002-01-01|"Mark Lee game 1. (Sarah: I'm Sarah of the Clue Crew. Today, clues from the city of red beans and Anne Rice--New Orleans.)"|"Tom"|"Unsworth"|"Human Resources Director"|"Boston, Massachusetts"|21500|8400|17|4|9400|10800|21500
1138|3993|2002-01-02|"Mark Lee game 2. (Jimmy: Today on Jeopardy! We boldly go where no quiz show has ever gone before.) (Sofia: Alex Trebek's garage!)"|"Kevin"|"Au"|"Stockbroker Originally"|"Honolulu, Hawaii"|3600|3600|13|5|1600|3600|3600
1138|3993|2002-01-02|"Mark Lee game 2. (Jimmy: Today on Jeopardy! We boldly go where no quiz show has ever gone before.) (Sofia: Alex Trebek's garage!)"|"Christine"|"Walker"|"Business Manager"|"Evanston, Illinois"|2400|5800|7|3|200|5800|2400
1138|3993|2002-01-02|"Mark Lee game 2. (Jimmy: Today on Jeopardy! We boldly go where no quiz show has ever gone before.) (Sofia: Alex Trebek's garage!)"|"Mark"|"Lee"|"Sales Manager Originally"|"Peoria, Illinois"|10799|13600|18|6|1100|11200|10799
1139|3994|2002-01-03|"Mark Lee game 3."|"Joel"|"Zuercher"|"College Sports Consultant Originally"|"Philadelphia, Pennsylvania"|0|9000|16|2|4400|9200|0
1139|3994|2002-01-03|"Mark Lee game 3."|"Deborah"|"Wood"|"Pet Writer"|"Portland, Oregon"|0|12000|14|2|2000|12800|0
1139|3994|2002-01-03|"Mark Lee game 3."|"Mark"|"Lee"|"Sales Manager Originally"|"Peoria, Illinois"|25600|12800|19|2|4800|12800|25600
1140|3995|2002-01-04|"Mark Lee game 4."|"Kim"|"Tavares"|"Promotions Associate Originally"|"Hamilton, Ohio"|3800|4400|9|3|2400|3400|3800
1140|3995|2002-01-04|"Mark Lee game 4."|"Doug"|"Plazak"|"An Attorney"|"Anaheim Hills, California"|8200|4400|13|5|2200|4200|8200
1140|3995|2002-01-04|"Mark Lee game 4."|"Mark"|"Lee"|"Sales Manager Originally"|"Peoria, Illinois"|9500|10600|17|4|2600|10500|9500
1141|3005|1997-09-26|""|"Lynn"|"Kusnierz"|"Magazine Editor"|"New York City, New York"|5799|2900|7|1|900|2900|5799
1141|3005|1997-09-26|""|"Pete"|"Vodola"|"An Attorney"|"Newtown, Connecticut"|18800|4900|16|1|900|9400|18800
1141|3005|1997-09-26|""|"Bob"|"Willoughby"|"Computer Programming Student"|"Madison, Wisconsin"|7199|13300|31|4|5200|13000|7199
1142|3006|1997-09-29|""|"Dave"|"Moes"|"Financial Consultant"|"Chicago, Illinois"|5599|2600|9|2|1800|2800|5599
1142|3006|1997-09-29|""|"Naomi"|"Rose"|"Marine Mammal Scientist"|"Gaithersburg, Maryland"|8201|5800|21|6|2400|5200|8201
1142|3006|1997-09-29|""|"Pete"|"Vodola"|"An Attorney"|"Newtown, Connecticut"|0|4100|16|2|2100|4100|0
1143|3007|1997-09-30|""|"Jason"|"Russell"|"History Student"|"Cleveland, Tennessee"|9400|4700|16|4|2900|4700|9400
1143|3007|1997-09-30|""|"Shari"|"Kenny"|"An Aspiring Dance Caller"|"Walden, New York"|8600|5300|20|5|2700|4300|8600
1143|3007|1997-09-30|""|"Naomi"|"Rose"|"Marine Mammal Scientist"|"Gaithersburg, Maryland"|399|3800|14|3|2100|4900|399
1144|3008|1997-10-01|""|"Brooks"|"Vault"|"Networking Engineer"|"Gaithersburg, Maryland"|100|2900|9|2|1100|2900|100
1144|3008|1997-10-01|""|"Helen"|"Sporher"|"Business Owner"|"ST. George Island, Florida"|0|3800|7|0|400|5500|0
1144|3008|1997-10-01|""|"Jason"|"Russell"|"History Student"|"Cleveland, Tennessee"|7399|8100|28|4|7800|9200|7399
1145|3009|1997-10-02|""|"Ronda"|"Barker"|"Customer Service Supervisor"|"Springfield, Illinois"|5800|5100|16|3|1400|5800|5800
1145|3009|1997-10-02|""|"Chad"|"Pridgen"|"High School Science Teacher"|"Camarillo, California"|0|5800|16|3|2200|5800|0
1145|3009|1997-10-02|""|"Jason"|"Russell"|"History Student"|"Cleveland, Tennessee"|4599|8100|19|0|3500|8100|4599
1146|3010|1997-10-03|"Last show in which set changes from blue to red in Double Jeopardy! Round, apart from #3090."|"Kate"|"Rogers"|"Veterinarian"|"Seattle, Washington"|12400|7400|21|2|1800|7400|12400
1146|3010|1997-10-03|"Last show in which set changes from blue to red in Double Jeopardy! Round, apart from #3090."|"Alberto"|"Cangahuala"|"An Aerospace Engineer"|"Pasadena, California"|6800|10200|19|1|4000|10800|6800
1146|3010|1997-10-03|"Last show in which set changes from blue to red in Double Jeopardy! Round, apart from #3090."|"Ronda"|"Barker"|"Customer Service Supervisor"|"Springfield, Illinois"|0|4900|17|2|1700|6000|0
1147|3011|1997-10-06|""|"Ron"|"Gordon"|"Graduate Student"|"Atlanta, Georgia"|800|3400|13|7|200|400|800
1147|3011|1997-10-06|""|"James"|"Fraleigh"|"Senior Journal Production Editor"|"Hackensack, New Jersey"|12300|8400|21|4|2600|9800|12300
1147|3011|1997-10-06|""|"Kate"|"Rogers"|"Veterinarian"|"Seattle, Washington"|5600|3300|13|3|2600|3600|5600
1148|3014|1997-10-09|""|"Dylan"|"Armstrong"|"Library Assistant"|"Weathersfield, Connecticut"|5999|4200|18|4|2000|4200|5999
1148|3014|1997-10-09|""|"Amy"|"Vandenberg"|"High School English Teacher"|"Grand Rapids, Michigan"|4201|4600|13|3|1600|4800|4201
1148|3014|1997-10-09|""|"Phil"|"Ackerman"|"Law Student Originally"|"Fort Atkinson, Wisconsin"|1200|2700|8|5|400|1200|1200
1149|3015|1997-10-10|""|"Doug"|"Kornreich"|"Lawyer"|"Reston, Virginia"|10400|6400|15|0|1800|6400|10400
1149|3015|1997-10-10|""|"Darlyne"|"Delaney"|"High School Teacher"|"Chicago, Illinois"|0|800|13|8|1700|0|0
1149|3015|1997-10-10|""|"Dylan"|"Armstrong"|"Library Assistant"|"Weathersfield, Connecticut"|500|1500|13|7|1700|500|500
1150|1753|1992-03-25|"Robert Slaven game 2."|"Barbara"|"Reinertsen"|"Writer"|"Bath, Maine"|1199|10000|20|1|2800|9100|1199
1150|1753|1992-03-25|"Robert Slaven game 2."|"Jonathan"|"Dworak"|"Student"|"Indianapolis, Indiana"|0|3600|15|1|2600|3600|0
1150|1753|1992-03-25|"Robert Slaven game 2."|"Robert"|"Slaven"|"An Office Automation Specialist"|"Yellowknife, Northwest Territories"|8500|8400|22|3|1900|8500|8500
1151|2709|1996-05-16|"1996 Teen Tournament final game 1."|"Joe"|"Gurski"|"Junior"|"Roselle, New Jersey"|0|8300|20|1|3000|7600|0
1151|2709|1996-05-16|"1996 Teen Tournament final game 1."|"Amanda"|"Goad"|"Junior"|"Richmond, Virginia"|11000|9400|19|0|3000|9400|11000
1151|2709|1996-05-16|"1996 Teen Tournament final game 1."|"Derek"|"Bridges"|"Junior"|"Greensburg, Pennsylvania"|14600|7900|19|0|1900|10600|14600
1154|2805|1996-11-08|"Last show in 1991-1996 set."|"Sasha"|"Volokh"|"Policy Analyst Originally"|"Kiev, Ukraine"|3199|5000|15|2|600|5000|3199
1154|2805|1996-11-08|"Last show in 1991-1996 set."|"Susan"|"Giannetto"|"Legal Secretary"|"San Francisco, California"|1600|4800|15|6|100|3300|1600
1154|2805|1996-11-08|"Last show in 1991-1996 set."|"Marv"|"Macintyre"|"Development Director"|"Nashua, New Hampshire"|6799|7400|20|3|2800|8400|6799
1155|2756|1996-09-02|"Bernie Cullen game 1. First game of Season 13."|"Bernie"|"Cullen"|"Biology Graduate Student Originally"|"Dublin, Ireland"|14400|6900|11|0|1300|8600|14400
1155|2756|1996-09-02|"Bernie Cullen game 1. First game of Season 13."|"Jim"|"O'leary"|"Police Officer"|"Rockville Centre, New York"|300|5300|20|0|3900|5300|300
1155|2756|1996-09-02|"Bernie Cullen game 1. First game of Season 13."|"Kirstin"|"Olsen"|"Freelance Writer"|"Santa Clara, California"|10700|6500|23|6|3500|7100|10700
1156|5046|2006-07-17|""|"Scott"|"Ahearn"|"An Actor"|"The Bronx, New York"|31699|15400|17|2|2600|15900|31699
1156|5046|2006-07-17|""|"Jennifer"|"Laam"|"Teacher"|"Studio City, California"|20799|10400|16|3|3600|10400|20799
1156|5046|2006-07-17|""|"Bruce"|"Lin"|"Research Scientist Originally"|"Mississauga, Ontario, Canada"|31801|15000|19|3|7000|16000|31801
1157|5047|2006-07-18|""|"Justin"|"Budinoff"|"An Administrative Coordinator"|"Framingham, Massachusetts"|0|6600|17|5|3000|2600|0
1157|5047|2006-07-18|""|"Ann"|"Rupel"|"Medical Research Assistant"|"New York, New York"|799|9600|16|4|4800|9600|799
